ANGPTL8
GJA4
DNAH2
KCNA7
MAPK15
MLXIP
PTF1A
LAPTM5
CEACAM7
SATB2-AS1
TUSC5
PHC2
GPR45
RHOF
SERPIND1
C6orf10
OR1A2
BOLL
OR56B1
IQCF6
FGF8
HPSE2
ATP2B4
TCEB3C
HRH2
DKFZP434H168
KNG1
S100A7
RBMXL1
LRFN5
RHCG
ANKS6
GNAT1
KRTAP13-1
NOG
TAS1R2
TMEM61
LINC01015
IL10
MMP8
LOC100288721
PFDN2
NR0B2
SIGLEC9
CFAP43
ESRRG
GFRA3
LINC01260
DBH
MFSD2A
GOT1L1
CD207
C8G
MEI1
ATAD3B
PHF12
KLF17
LYPD2
CCDC37-AS1
KLK13
ARRDC5
GHRH
INHBC
AKAP6
XIRP1
RBBP9
ZDHHC19
CXCR5
SPRR1B
SDR9C7
NAF1
PIK3R6
RSAD2
LINC00907
RASSF8
R3HDML
CIDEB
OR4X2
OR6Y1
THEG5
IGHV3-69-1///IGHV3OR16-7
OLFML1
SPEN
NAPA
ADAMTS13
BCO1
GAL3ST4
PSORS1C2
CTLA4
TGM4
CPM
CACNA1B
KCTD13
NEU3
SNX29P2
LINC00622
MAGEA10
ZNF80
KCNJ11
CLEC4F
HHIPL1
CAPN12
PP12613
C19orf71
FAM86B3P
PATJ
CGN
PTH
ZBED6CL
ADGRG3
GTSF1L
IZUMO1R
KAAG1
ROBO1
GPR63
ZNF346
NR5A2
HGSNAT
H2AFB2
SLC9B1
MLIP
STAB1
PLCB3
GPR62
SLC7A6
CACNA1E
SLIT1-AS1
DPP10-AS3
ZNF582
MUC3
TMEM132D
TMC8
PPIL4
RAD51D
GPR37L1
ASCL3
SLC6A20
LOC107984282
ATF7IP
DLK1
MYOCD
C11orf72
SPACA4
C11orf44
HEATR4
RFX4
DKFZP434C153
ANKRD66
COL20A1
SCGB1C1
ASPG
SIRPD
LY6G5C
SSMEM1
SOX3
FAM182B
OPA3
LOC100287869
ZG16B
KRTAP4-2
SCN3B
LOC100289045
KERA
C11orf16
SLC7A2
IFIT2
HLA-DQA2
SFRP2
RNASE3
DCT
PROK1
EGFR-AS1
CYP4A11
BCAN
DNAI1
SOCS1
SLC27A2
P2RX1
FAM47A
SCN10A
RFTN2
MC5R
PSG8
GRAP
OR11H12
MKX
GRIN2A
DNAH3
KCNK12
LOC105371184
POU2F2
TPH1
LOC284244
TBC1D27
LOC101929762
COL23A1
VASH2
KRT73
LMOD2
MAP7D2
MRVI1
CATSPERD
HFE
SSTR5-AS1
ADD1
CYP11A1
ELMO1
AADAC
FEV
DPEP2
KCNQ1DN
MROH8
CD1B
OPRM1
PPIC
HPSE2
ZC3H11A
FAM101B
USP30
NPB
DISP3
IFIT3
JMJD1C-AS1
RIMKLB
CHAT
LRP10
FOLR2
STMND1
KLHL28
PNLIPRP2
B2M
SLC35E4
LINC00919
LCE2B
PCDHB9
DMRTB1
SP140L
SLC34A2
LINC01101
RPGRIP1
LOC100996455
KLC2
SLC18A1
LOC100134822///FAM157A
SHH
SMC1B
TNRC6C
DKFZP434K028
LLGL1
ERLIN1
GABRQ
ZDHHC14
SHISA7
KCNJ13
FGF1
DHX34
OLIG1
TCF23
RFX6
DOCK8
LOXHD1
CES5A
ADGRF2
FUT6
FGFR1
HIC1
ASCL2
UBXN11
C15orf62
CNNM2
DTX3L
LINC00470
POF1B
OTULIN
KRTAP9-4
MRGPRX4
FNDC11
TINAGL1
GNAO1
DKFZP434A062
UCN3
NCAM1
TNFRSF11A
MUC22
UNC80
ODF3L2
SLC22A13
TRIM46
XKRX
ABRA
PROP1
SYT6
GOLGA6A
LCMT1-AS2
UGT2B17
ABHD1
LY6G6E
CCDC144NL
GSG1L
NFATC3
LRRC55
PDCD4-AS1
CCDC38
LRRK1
SP100
HK3
DNAJB8
SERPINB11
LCE2B
CDX2
NPSR1
PLD4
KRTAP9-2
RTP3
PCNX2
UNC80
ALX4
FUT9
ZBED9
DCST1
IRAK2
KRT40
LINC00482
EIF4E3
DDX3X
SYTL5
TMEM25
TNNT2
KIF19
CASQ1
LOC100289094
C5orf52
CBARP
ITLN1
STRADB
FAM71E2
CTNNA3
ZNF630
TMEM169
ABCC13
SLC30A8
GPR3
MTCP1
CASC11
SIX2
NPC1L1
TBX18
OR51Q1
APLNR
MYOG
ANO9
GPRC6A
C6orf62
TRIM31
FABP7
CHRNB4
SGPP2
CD163
MAPK13
ASCL1
EMILIN3
ANKLE1
PDXK
DIO1
OR5F1
ASB5
SEMG2
PI3
GLS2
SOX10
CDK5R2
TESPA1
RAMP3
HOXB1
MAX
IL19
HBB
CLEC4M
CCL18
BTNL3
CFHR5
ARID1A
LHX3
NCR3
SOX10
CTAG2
IGHA1
WNT3A
XPR1
CCL21
DNAJB7
CD74
LRRC71
RNU12
PML
DMRTC1B///DMRTC1
ACSM5
C6orf62
REG1B
CSN3
SECTM1
NLGN4Y
A1CF
IL34
WFDC5
C2orf57
KLHL30
HTR1B
LOC284912
ARHGAP19
RBPJL
NME9
TPSD1
TRIM62
USP6
CXCL12
RXFP4
PPP1R1C
LOC93463
IRF2
HIF3A
SPTSSB
CENPVL2
CD40
RNF145
SNRPN
ALDH1A3
SKINT1L
FAM83B
HSPB9
FCN1
SIRPB1
PLG
KCNH4
USP28
LINC01249
DUSP16
KRT77
ZNF275
IRS2
TTYH2
TGIF2LY
CSNK1G2-AS1
CAPN11
SLCO1B7
CFHR1
TREM2
LINC01354
LOC101928035
LBX2
LAIR2
GSX2
ATCAY
RGMB-AS1
LOC100505711
HAPLN4
EBF2
TFAP2A
LOC101928160
ACTR3C
PCDHA9
IGDCC4
TMEM155
TCEAL7
THPO
FUT9
PRMT8
TMC8
PMP2
CDH23
PP14571
DCANP1
CRABP1
GIPC3
FAM107A
ZNF614
PPM1K
MXRA8
PRX
EPHA10
OTX1
TBC1D30
GYG2
CNGA1
LOC283788
PML
LGR5
TYROBP
MPL
ZNF366
LOC101927948
NCF4
CACTIN
DYRK1A
RSG1
DUOX1
ICAM2
PYCARD
FRMD8
ACPT
SMARCA4
HOXC12
RELA
GALR2
REG1A
CX3CR1
LOC285957
LOC100507191
BCAM
RAET1E
CD3E
FOXP4
HPGDS
DIRAS2
PPP3R1
TRIM42
CA8
IFNA6
CLVS1
KCNQ2
DPCR1
THOC2
HPCA
LPAR3
SEZ6L
PTMA
PEX5L
ACP2
GJB4
SPTLC3
CACNG8
HNF1A-AS1
PRSS42
RASD2
ZNF835
RB1
ESPN
SOCS4
INSL3
FAM180A
SLC2A14
HMGCLL1
UBXN10
CLEC4D
CRYZL1
C17orf99
Sep-01
ZNF695
IRX6
PFKFB2
CD276
LOC284561
NEDD8
IL23R
CEP164
ACTB
LRCH1
GAPT
HSD3B1
IMPAD1
ETV3L
PIKFYVE
RASGRF1
CD200R1
B4GALNT2
TRPV5
LOC100505549
HGC6.3
PLXNA4
FCN1
CRISP1
KRT36
CRISPLD2
BMS1P20
CELF4
P2RY13
ADAMTS2
NIPAL2
HIST1H4G
RGS5
LOC100129620
PIK3R5
FUT8-AS1
B3GALT4
HTN1
SYN1
ANGPT4
C1orf61
ATP2B2
LIPA
PIGR
CACNB1
ZCCHC2
HOXA2
TBATA
ARHGDIG
MYO1G
TAGAP
KLK2
LOC100505841
OR6W1P
HNF1B
DKFZp434L192
HIGD1B
SCRT1
SLC6A15
DNHD1
CYSLTR2
SLC26A1
ZNF668
INO80D
CPA5
TCAF2
TNFRSF1B
HTR3B
PLEKHA3
HIPK4
IL31
PRND
NLRP6
DTX3L
AQP12A
PTPRO
SCGB1D1
PPM1K
MS4A1
NECAB2
ZIC4
TMEM232
ERN2
CLCNKA
SOCS1
GSTM4
TMPRSS13
USP54
SLC22A2
RBM12B-AS1
KCNJ10
REN
LOC100131938
CREG2
MCPH1-AS1
SAMD12
IL18BP
PRY2
LINC00491
CLEC12B
LOC100506388
VIL1
HSH2D
FBXL7
OTX2
PPME1
ZNF160
RELL1
MAGEC3
C17orf64
PDE6B
ADORA2A-AS1
WWC1
OR8B8
ADGRA1
TAF9B
MS4A6A
ERVW-1
NCOR1
MUC17
LOC102546299
FAM83A
ACTN2
CDK18
CELSR2
PIP5KL1
FLJ40536
EFNA2
MS4A3
TTTY13
ERP27
ZNF570
VGF
KLHL40
OR51B5
RNASEH1
GAPT
ARHGEF39
CCDC62
PATE1
IGLL5///CYAT1///IGLV3-21
C1orf194
CA5A
RNASE7
C5orf64
CNGA4
SPACA5
SPACA3
FAM129C
MZB1
C9orf47
BARX2
CD177
SMPDL3B
MYOG
TRIOBP
GPR50
RNASE2
SAMD9
GAGE7
FOXE3
PTAFR
IMPG2
UPK2
PSORS1C2
LOC100130924
WT1
CD300C
SCIMP
CXCL9
SEMA4A
TTC22
LOC100507205
PCMTD2
LINC00165
SLC41A2
MLLT1
PLA2G1B
PHLDA1
GSN-AS1
SPO11
LILRA5
ZNF471
SNORD22
TREML2
CCL17
ABCD1
ICOSLG
FAM153A
AKAP13
BATF2
ERG
HRH3
TRMT44
TRHR
MUC4
LOC146880
FNIP2
ERVH-6
RGS14
FAM162B
SLC7A14
ATP2A1
MBD3L2
LOC149373
OLFML2A
CSDE1
ACY3
LOC284412
ZNF625
LHFPL3-AS1
LOC339059
PTGIS
MYLPF
C2orf61
C6orf62
PGLYRP3
CDH23
LMF1
LOC100128993
COLEC10
TPTE2
APOL2
ALS2CL
SLC39A2
AK5
ADPRHL1
CMA1
KCNAB1
PRRT1
KCTD7
CLIP3
MAPK8IP2
PADI1
LY9
ENTPD3
SMIM24
PITPNM3
CLRN3
XPNPEP3
LRRC31
TRIM21
CHP1
ZGRF1
SH2D6
GLTPD2
UGT3A1
HDAC9
SSBP3
DHRS7C
ATP8B2
SERPINB13
SLC23A2
WFIKKN1
CXorf36
SIT1
HSPC102
CYP4F11
AJAP1
SLC44A4
ZNF770
PRTN3
OR3A2
CD177
DEFA5
SRD5A1
TPSAB1
ANKRD24
C6
KLF17
C20orf187
LINC01530
LINC00545
ATRX
SHANK2
SLC9B2
POU4F3
ELK1
AMHR2
NOS1
OGFR
LPA
DNAJA4
KRT74
CACNG2
BIN3-IT1
PRO2949
TMOD4
USP6
SOX8
LOC143286
POMK
TAC3
TMEM202
CHCHD10
TBC1D25
VSIG4
EML4
LOC283665
PRSS50
ZNF135
SPDYE2
CRX
TTC6
OR10T2
CYP2F1
ECRP
FZD10-AS1
UPK1A-AS1
TEDDM1
SELM
GATA1
ZNF548
LOC643406
RGS8
PDE1A
SLC22A11
RIIAD1
LY86-AS1
CELA3B
IFIT1
CSPG5
AHCTF1
PSG2
DSCAM
COPA
GNS
C14orf1
VNN1
SLC22A3
COL14A1
UXS1
PRSS58
ESR1
SDR16C5
FLAD1
P2RX3
KCNA7
TSSK1B
PDE1B
SLC26A8
NODAL
FABP1
SNORA70///RPL10///DNASE1L1
TWIST2
SORCS1
ASB16
PTPN2
INSM1
HOXC6
CSH2
HIF1AN
SCG3
PLA1A
SPATA18
HMGB1
C4orf36
PHLDB2
ITPK1
PHLDA1
LOC100130193
ITIH1
MT4
IFNL3
ZNF713
FRZB
MAPK13
CRB3
CHAD
SAMD9
TRMT44
C12orf40
LPAR3
LINC01346
SRP72
SPINK4
PPP1R16B
ANKRD53
PHACTR2-AS1
WFDC9
SYCP1
SLC16A10
PSG6
PRRC2B
CAPN8
NYAP2
LOC100499194
CADM2
CFAP161
GPC6
LOC100131170
PRR15
FRMD8P1
ADGRF5
SPDYE2
FUT2
GOLT1A
TEX13B
SERPINI2
MFAP2
SAMD9
ECE2
SFRP2
VSTM4
APOA4
ADRA1B
CSMD2
MPP7
CACNA1B
CD177
CWH43
SPATA42
HAGLR
SGTB
BTN1A1
LINC01558
FRMD8
C10orf76
LCK
CASS4
FOXO4
TSGA13
LINC00216
FXYD3
FSHR
GRIK2
TLR9
RND2
SCARA5
NPY4R
MYOM3
DEFB129
LOC100127955
IQCF2
HTRA3
RNF125
MUC5B
GPR171
WDR27
PIFO
IRF7
CCNB2
SLC11A1
PBOV1
PRRG3
IL3RA
CCR8
KIF5A
PP7080
LOC284933
RPS6KL1
ATCAY
ABCB8
C9orf131
CDHR5
CDHR1
CNPY3
HLA-DQA1
GCNT3
DICER1-AS1
MADCAM1
OR13D1
PLA2G3
SPTY2D1-AS1
CHST8
MCAM
HOXB2
AQP2
CAPZA1
CFAP126
AZI2
TUBB4A
SYNJ2
GNRH2
XRN1
CYP2A6
MEN1
SP110
FGF19
ACSBG2
ZP2
FBXO11
LOC100129198
PRKAA2
FADS6
DPP6
ISM1
RGS12
LIMS2
RGS12
ENDOU
SHC1
SH2D3C
SPRN
SPX
TMUB1
F13B
ZNF542P
IFNW1
RNF32
CTRL
HSPA1A
PPIC
KRT12
SCTR
CMTR1
GRPR
IGSF22
ALAS2
CPXM2
KCNJ4
AOC1
C1orf100
ALPI
AXDND1
YOD1
KLF6
STOM
OR51G1
CREB3L3
IFIH1
MXRA7
TCEANC2
ARMC4
SSB
LOC105370027
TSHB
RCOR1
SLC51A
RASSF2
C9orf64
TMC6
LAP3
PCDHB12
GSDMA
LOC101928068
KRTAP5-AS1
CATSPER4
HAND2-AS1
IRS2
MOCS1
OVOL1
SAMD9
NPAS4
ATXN1L
FOXP2
ADAMTS12
GRPR
SAMD10
MS4A2
NPAS2
DRAXIN
LNPK
OR4N4
TAS2R46
MYLIP
ORMDL3
CSMD3
F13A1
NRXN1
FBLN1
LRRN2
CLEC4M
KCNC1
CTSW
PRKAR1B
C2orf70
TMC1
SLC6A15
DUOX2
SERPINI1
CD2AP
LOC286297
NPFFR1
FAM47B
UNC80
SEPSECS
MUC3
OR4C1P
HTR1E
SNORA70///RPL10///DNASE1L1
DPP10
SMR3A
KDM8
MYT1L
ASXL3
VN1R5
GTDC1
TMEM140
SH3TC2
RBM43
C6orf58
DNAH6
MTMR11
IFI16
ZNF296
SLFNL1
CLDN18
FAM83H
HLA-DRB4
SGSM1
MYOF
LINC00917
ST8SIA5
LOC100506122
LOC100507277
REEP3
SLC6A12
LOC105372179
PLEK2
SMYD1
TSHR
IFIT5
AFAP1L2
MALAT1
SPATA2
WIPF1
KRT79
LILRB1
CEL
GRIP2
ELMO1
PKD1L2
NPPC
PTF1A
SMIM22
MPEG1
F2RL2
IGLV6-57
TMEM229A
LOC344967
SLC6A20
MAP4K4
PSCA
GRHL1
MIR133A1
DDX58
TMEM52B
OR2T8
SPN
S100A12
TMPRSS3
SBK1
FBXL8
CCL11
CYP7B1
DKK3
EPAS1
MYO1G
SNX20
KIAA1656
SLC6A2
EHMT1-IT1
HYAL1
GBP6
CYP1A2
GPR150
CCRL2
FBLN1
ZFYVE26
WT1-AS
TTTY21
LOC100421494
PDE2A
FAM120C
PTPN4
SLA
EFCAB12
KLHL30-AS1
PTPRN2
TECTA
DNAI2
ITGB2
LAMP1
PLEKHG6
TAS2R7
PCDHGB1
ANKRD27
FRG2
PRAME
UBXN10
OK/SW-CL.36
PAPOLB
DUOX2
SCGB2A1
DOCK3
APOBEC3B
CAPN9
USH1G
ATP6V1C2
LINC00032
MUC17
TRIM40
TEPP
KLRB1
LOC149373
CHGA
CEND1
UBASH3A
PCLO
C19orf33
TRIM25
NOCT
EMB
EXOC5
SLC22A7
ATF7IP2
PRSS3
PHYHIPL
IFI44
ELOVL2-AS1
FZD5
PKP1
ADD1
CLEC18A
BCL10
GPR180
ZNF620
TANGO2
LOC283454
MAPK1IP1L
LOC441178
NF1
MX2
EHBP1
ZFP69
RAP1GAP2
C18orf54
FNDC8
NETO1
LASP1
LACC1
KCNN1
KCTD21
CMKLR1
CCDC13
DLX3
GHRHR
RPL13AP17
RTP4
APOL2
DZANK1
LINC00654
GUCY2D
NR4A1
FAM225A
IFIT5
ACTC1
SLC1A1
KCNJ10
RTN3
KLHDC4
DFFB
MLANA
RBFOX3
CARNS1
CIITA
TYR
SERPINA12
RSAD2
AKAP9
AKR1C4
N4BP2L1
SLC22A16
MAGEB2
SLC6A6
ZAP70
AZI2
LTA
TPO
ZC3H10
ZSCAN4
RBAK
NME2P1
TAF4B
CLDN11
LNX2
DNM1P46
CXCL13
PTPN4
FFAR3
TRPM3
CALU
COLGALT2
C5orf38
IL36G
IL2
FAM187B
AGMO
WNT7A
ARTN
ADAM6
MATN2
PGS1
CYP2F1
ATP10B
HIF3A
CT47B1
RNF166
MIER1
PRSS53
ARL11
GBP4
MBL1P
CYP2D6
STARD5
INMT
ADAMTSL4
ZNF439
